V1,V2,V3,subtissue,tissue
28.1656096738505,15.1111398988025,-13.1822512069138,Adipose-Subcutaneous,Adipose
2.46923211281749,2.90886289237799,44.3775880150175,Muscle-Skeletal,Muscle
-22.1943098641705,7.23580425516207,-14.8139985184466,Artery-Tibial,Artery
-9.71169198936873,14.2669806800236,-5.5960339115901,Artery-Coronary,Artery
7.83224601655141,4.30698526529708,-34.5203424689947,Heart-AtrialAppendage,Heart
0.228308229260963,11.3664534707857,-3.44752384032359,Ovary,Ovary
5.40461344173012,-9.47845132720116,-9.04801852958023,Uterus,Uterus
26.7312013210145,-0.626241821890409,8.53854726266782,Vagina,Vagina
-0.147571719062276,10.5015091702501,-6.25171368909811,Breast-MammaryTissue,Breast
-18.8171232671627,-3.30720076901343,11.1219643276487,MinorSalivaryGland,MinorSalivaryGland
0.949468334773001,-34.8045769715259,16.4339550709637,Brain-Cortex,Brain
-3.43979788390721,22.508139865425,13.225861628301,Thyroid,Thyroid
-21.6435138630405,17.9778158956212,-1.65014658609473,Lung,Lung
-16.4171815736348,-8.78151721812387,13.5959679498905,Spleen,Spleen
5.60103428623743,44.2066783023987,22.2882741657201,Pancreas,Pancreas
-3.52445195221995,-25.065966498981,-20.5445634480923,Esophagus-Muscularis,Esophagus
37.8932429171912,-0.433655052293312,10.7881385349076,Esophagus-Mucosa,Esophagus
-13.6788805482302,-13.2734874871797,-17.2611978768838,Esophagus-GastroesophagealJunction,Esophagus
-41.4898620908254,-3.75457709041796,-0.87789413756655,Stomach,Stomach
-6.10363595093773,-15.169262973475,-19.7688573031742,Colon-Sigmoid,Colon
-15.4417093518078,-9.09516761883943,-15.7277629051335,SmallIntestine-TerminalIleum,SmallIntestine
-28.6204763838666,-15.6242225810779,6.4616236908398,Colon-Transverse,Colon
-5.2512846373545,-7.31395324223991,-6.99153093438893,Prostate,Prostate
20.686208893269,15.8076768358114,25.5393012402708,Testis,Testis
4.21312362762987,13.8248586992986,-1.36305628328953,Adipose-Subcutaneous,Adipose
-8.71563492960976,2.34670703467974,44.4492888968698,Muscle-Skeletal,Muscle
-6.50234859113971,39.2387890513391,2.15425168440737,Nerve-Tibial,Nerve
9.59843267912877,6.92076745249076,-12.1975706590386,Adipose-Subcutaneous,Adipose
-11.8976003288673,5.38477573303985,30.6747029776296,Muscle-Skeletal,Muscle
-14.4178077571609,13.1942751197259,-29.1563095623491,Artery-Tibial,Artery
-8.57180107552734,40.3356503938154,0.571498114086696,Nerve-Tibial,Nerve
4.3750941481619,1.94989379909866,-41.6132842435741,Heart-AtrialAppendage,Heart
2.54867147440293,-1.57501043709512,-39.752721425591,Heart-LeftVentricle,Heart
0.0571382410524648,13.2801212865452,14.4630538873698,Thyroid,Thyroid
-12.4750521144659,7.2277432492197,-0.828350431447766,Lung,Lung
4.59213469012022,-9.60245108333742,-11.0054161091972,Spleen,Spleen
21.2664484837307,15.1862666235585,20.351641847599,Testis,Testis
-2.66682466501384,-8.61013770299201,4.19666095214675,Prostate,Prostate
-17.6846087404915,-2.68676756317435,12.1445804951105,MinorSalivaryGland,MinorSalivaryGland
-3.08668275612621,-31.7799611126944,22.8017842333215,Brain-Cortex,Brain
16.8798749389436,-6.21979140006276,31.7521026909397,Brain-Cerebellum,Brain
35.3147897394633,16.6048365560814,-3.67894278766691,Cells-Transformedfibroblasts,Cells
6.1447601278368,1.24621279257403,-42.5639678664487,Heart-AtrialAppendage,Heart
-4.13131841390343,10.0950675163345,13.0313868948892,Thyroid,Thyroid
-20.4819508221844,14.3820312809443,1.39217656875627,Lung,Lung
22.4385421150265,15.2565554253748,20.5022869505079,Testis,Testis
0.542084350514197,-12.5756223680191,-7.59991283586933,Colon-Transverse,Colon
-13.2336069782074,2.62133933968293,-0.15832672189381,Adipose-Subcutaneous,Adipose
-9.54039769384342,42.1366313981487,-3.17045988896943,Nerve-Tibial,Nerve
-13.3166470081372,5.2093506705894,35.275115947282,Muscle-Skeletal,Muscle
37.9379156026459,-9.55461648992172,-5.01654507868662,WholeBlood,WholeBlood
34.390501895565,18.1916417477335,-5.42194687415826,Cells-Transformedfibroblasts,Cells
2.03469710379896,-2.89541744594262,-38.7305867778093,Heart-AtrialAppendage,Heart
7.72666740003015,-8.9015176647755,-46.2443533048988,Heart-LeftVentricle,Heart
-16.5596821201612,15.5277220239423,-26.907177864954,Artery-Aorta,Artery
-22.0418216683126,17.8667301921954,-2.28866961728005,Lung,Lung
-0.940804628689178,14.8967137543258,17.0090302518194,Thyroid,Thyroid
-9.90243801246367,-20.3586148519966,-17.7268657617274,Esophagus-GastroesophagealJunction,Esophagus
34.5331678681813,-4.54718113287834,11.5136460123868,Esophagus-Mucosa,Esophagus
-5.01288699998964,-26.6287359727437,-24.0297961030855,Esophagus-Muscularis,Esophagus
-34.3761125954994,-2.45471246750421,-2.25042445371966,Stomach,Stomach
5.87441554652022,42.1747196448013,21.1322380374723,Pancreas,Pancreas
-24.1982583755698,-20.4591497870269,12.9908928341385,SmallIntestine-TerminalIleum,SmallIntestine
-5.33215206725681,-22.5989906800262,-15.3889339100788,Colon-Transverse,Colon
-3.74675817889344,-4.52717352288801,-9.7867194271718,Prostate,Prostate
-8.89095529491414,-20.7629022124026,-16.1084239237527,Colon-Sigmoid,Colon
-0.715803678907867,13.0681591133842,-2.17370251645835,Breast-MammaryTissue,Breast
18.35222167207,14.8396875605999,23.077364054993,Testis,Testis
-7.16392444929199,47.3612979777651,3.41339282125074,Nerve-Tibial,Nerve
-20.0581713771878,8.47280794109878,-23.0689954824425,Artery-Tibial,Artery
