structure,counts_observed,background_counts,number_of_genes_in_set,total_number_proteins_proteome,pvalue,fdr,bonforroni_cutoff,log_fold_change,name
IPR001628,1,46,162,20230,0.312915436393948,0.357617641593083,0.000231481481481481,0.4337230365466,./generated_files/OUT/OUT
IPR000536,1,48,162,20230,0.323814159554168,0.364290929498439,0.000231481481481481,0.415239630852587,./generated_files/OUT/OUT
IPR000299,1,48,162,20230,0.323814159554168,0.364290929498439,0.000231481481481481,0.415239630852587,./generated_files/OUT/OUT
IPR019748,1,48,162,20230,0.323814159554168,0.364290929498439,0.000231481481481481,0.415239630852587,./generated_files/OUT/OUT
IPR019749,1,50,162,20230,0.334541054498495,0.374408641304015,0.000231481481481481,0.397510863892155,./generated_files/OUT/OUT
IPR000961,1,55,162,20230,0.360624109687144,0.401519627280531,0.000231481481481481,0.35611817873393,./generated_files/OUT/OUT
IPR017981,1,60,162,20230,0.385690888253189,0.427226830065071,0.000231481481481481,0.31832961784453,./generated_files/OUT/OUT
IPR002219,1,64,162,20230,0.405039093847675,0.44636961362805,0.000231481481481481,0.290300894244287,./generated_files/OUT/OUT
IPR000198,1,66,162,20230,0.414484850192386,0.454460546403834,0.000231481481481481,0.276936932686305,./generated_files/OUT/OUT
IPR000210,2,178,162,20230,0.419699153729113,0.457853622249941,0.000231481481481481,0.147090861583261,./generated_files/OUT/OUT
IPR013151,1,71,162,20230,0.437452241093879,0.474822533046622,0.000231481481481481,0.245222519509098,./generated_files/OUT/OUT
IPR028889,1,76,162,20230,0.459524057840264,0.496285982467485,0.000231481481481481,0.215667275947382,./generated_files/OUT/OUT
IPR003961,2,205,162,20230,0.491165050062752,0.52781915827639,0.000231481481481481,0.0857570028364006,./generated_files/OUT/OUT
IPR001304,1,86,162,20230,0.501118483119184,0.535849467097741,0.000231481481481481,0.161982416984606,./generated_files/OUT/OUT
IPR000742,2,227,162,20230,0.545185267832784,0.58009861010779,0.000231481481481481,0.0414850066990322,./generated_files/OUT/OUT
IPR001254,1,120,162,20230,0.620142934892219,0.65662193106235,0.000231481481481481,0.0172996221805489,./generated_files/OUT/OUT
IPR001849,2,269,162,20230,0.636872692722899,0.671046349405591,0.000231481481481481,-0.0322414161102531,./generated_files/OUT/OUT
IPR013098,1,135,162,20230,0.663231405752252,0.695427105060614,0.000231481481481481,-0.0338529002668324,./generated_files/OUT/OUT
IPR001841,2,288,162,20230,0.67336887391175,0.702645781473131,0.000231481481481481,-0.0618816238670759,./generated_files/OUT/OUT
IPR001478,1,150,162,20230,0.70145894067913,0.72843813070525,0.000231481481481481,-0.0796103908275075,./generated_files/OUT/OUT
IPR005225,1,161,162,20230,0.72672128404644,0.751061231359,0.000231481481481481,-0.110345007803676,./generated_files/OUT/OUT
IPR001356,1,247,162,20230,0.863328921219474,0.887995461825745,0.000231481481481481,-0.296216085031492,./generated_files/OUT/OUT
IPR020683,1,256,162,20230,0.872910548576875,0.893595632666374,0.000231481481481481,-0.311759097083676,./generated_files/OUT/OUT
IPR003599,2,465,162,20230,0.888506610348262,0.90527088601521,0.000231481481481481,-0.269942088997799,./generated_files/OUT/OUT
IPR007110,2,677,162,20230,0.973141746929737,0.98684796871748,0.000231481481481481,-0.433077804792989,./generated_files/OUT/OUT
